00000000) perceptual - 135.45325; gen_gan - 0.35222; feature_matching - 3.50610; equivariance_value - 0.38566; equivariance_jacobian - 0.71901; kp_distance - 4.03942; disc_gan - 0.46968
00000335) perceptual - 76.27518; gen_gan - 0.71161; feature_matching - 4.88220; equivariance_value - 0.19339; equivariance_jacobian - 0.37457; kp_distance - 1.27801; disc_gan - 0.18272
00000336) perceptual - 75.99960; gen_gan - 0.70987; feature_matching - 4.87028; equivariance_value - 0.19301; equivariance_jacobian - 0.37266; kp_distance - 1.25503; disc_gan - 0.18577
00000336) perceptual - 75.76379; gen_gan - 0.70957; feature_matching - 4.86901; equivariance_value - 0.19483; equivariance_jacobian - 0.37794; kp_distance - 1.25758; disc_gan - 0.18516
00000336) perceptual - 75.99930; gen_gan - 0.71066; feature_matching - 4.88263; equivariance_value - 0.19544; equivariance_jacobian - 0.37886; kp_distance - 1.25484; disc_gan - 0.18510
00000336) perceptual - 76.17944; gen_gan - 0.70468; feature_matching - 4.87161; equivariance_value - 0.19533; equivariance_jacobian - 0.37782; kp_distance - 1.24748; disc_gan - 0.18403
00000337) perceptual - 75.89316; gen_gan - 0.70494; feature_matching - 4.87939; equivariance_value - 0.19352; equivariance_jacobian - 0.37477; kp_distance - 1.21982; disc_gan - 0.18532
00000337) perceptual - 76.33174; gen_gan - 0.71088; feature_matching - 4.90363; equivariance_value - 0.19511; equivariance_jacobian - 0.37587; kp_distance - 1.22204; disc_gan - 0.18585
00000337) perceptual - 75.77995; gen_gan - 0.70860; feature_matching - 4.87655; equivariance_value - 0.19517; equivariance_jacobian - 0.37639; kp_distance - 1.22946; disc_gan - 0.18614
00000337) perceptual - 75.87528; gen_gan - 0.70812; feature_matching - 4.88852; equivariance_value - 0.19379; equivariance_jacobian - 0.37513; kp_distance - 1.22833; disc_gan - 0.18642
00000338) perceptual - 75.21590; gen_gan - 0.70576; feature_matching - 4.87017; equivariance_value - 0.19364; equivariance_jacobian - 0.37549; kp_distance - 1.23747; disc_gan - 0.18732
00000338) perceptual - 75.43891; gen_gan - 0.70602; feature_matching - 4.88534; equivariance_value - 0.19192; equivariance_jacobian - 0.37583; kp_distance - 1.23780; disc_gan - 0.18653
00000338) perceptual - 75.75171; gen_gan - 0.70482; feature_matching - 4.88125; equivariance_value - 0.19603; equivariance_jacobian - 0.37870; kp_distance - 1.23724; disc_gan - 0.18851
00000338) perceptual - 75.72866; gen_gan - 0.71239; feature_matching - 4.88153; equivariance_value - 0.19588; equivariance_jacobian - 0.37785; kp_distance - 1.23621; disc_gan - 0.18594
00000339) perceptual - 76.07543; gen_gan - 0.70577; feature_matching - 4.89040; equivariance_value - 0.19481; equivariance_jacobian - 0.37838; kp_distance - 1.23300; disc_gan - 0.18547
00000339) perceptual - 76.56137; gen_gan - 0.70980; feature_matching - 4.89927; equivariance_value - 0.19207; equivariance_jacobian - 0.37552; kp_distance - 1.23734; disc_gan - 0.18564
00000339) perceptual - 75.61108; gen_gan - 0.70271; feature_matching - 4.88645; equivariance_value - 0.19352; equivariance_jacobian - 0.37473; kp_distance - 1.24306; disc_gan - 0.18821
00000339) perceptual - 75.57084; gen_gan - 0.70659; feature_matching - 4.87540; equivariance_value - 0.19443; equivariance_jacobian - 0.37799; kp_distance - 1.24442; disc_gan - 0.18861
00000340) perceptual - 75.88392; gen_gan - 0.66703; feature_matching - 4.52784; equivariance_value - 0.19233; equivariance_jacobian - 0.37737; kp_distance - 1.25461; disc_gan - 0.27378
00000340) perceptual - 75.71777; gen_gan - 0.66891; feature_matching - 4.53253; equivariance_value - 0.19194; equivariance_jacobian - 0.37674; kp_distance - 1.25138; disc_gan - 0.27485
00000340) perceptual - 75.65682; gen_gan - 0.67552; feature_matching - 4.52738; equivariance_value - 0.19176; equivariance_jacobian - 0.37659; kp_distance - 1.25712; disc_gan - 0.27631
00000340) perceptual - 74.88647; gen_gan - 0.66778; feature_matching - 4.50855; equivariance_value - 0.19313; equivariance_jacobian - 0.37476; kp_distance - 1.25213; disc_gan - 0.27714
00000341) perceptual - 75.37669; gen_gan - 0.42531; feature_matching - 3.10199; equivariance_value - 0.19760; equivariance_jacobian - 0.38119; kp_distance - 1.25075; disc_gan - 0.38941
00000341) perceptual - 75.96272; gen_gan - 0.43077; feature_matching - 3.11889; equivariance_value - 0.19540; equivariance_jacobian - 0.37899; kp_distance - 1.24300; disc_gan - 0.38932
00000341) perceptual - 75.28349; gen_gan - 0.42521; feature_matching - 3.09987; equivariance_value - 0.19581; equivariance_jacobian - 0.38039; kp_distance - 1.24097; disc_gan - 0.38988
00000341) perceptual - 76.14079; gen_gan - 0.42638; feature_matching - 3.11726; equivariance_value - 0.19799; equivariance_jacobian - 0.37993; kp_distance - 1.23883; disc_gan - 0.38937
00000342) perceptual - 76.39685; gen_gan - 0.63995; feature_matching - 4.49346; equivariance_value - 0.19480; equivariance_jacobian - 0.37622; kp_distance - 1.26286; disc_gan - 0.23987
00000342) perceptual - 75.77988; gen_gan - 0.63819; feature_matching - 4.47730; equivariance_value - 0.19234; equivariance_jacobian - 0.37578; kp_distance - 1.26387; disc_gan - 0.24464
00000342) perceptual - 75.79561; gen_gan - 0.63988; feature_matching - 4.47504; equivariance_value - 0.19494; equivariance_jacobian - 0.37823; kp_distance - 1.26031; disc_gan - 0.24137
00000342) perceptual - 75.86285; gen_gan - 0.63561; feature_matching - 4.47408; equivariance_value - 0.19670; equivariance_jacobian - 0.37966; kp_distance - 1.27183; disc_gan - 0.24527
00000343) perceptual - 75.69316; gen_gan - 0.70475; feature_matching - 4.85648; equivariance_value - 0.19589; equivariance_jacobian - 0.37910; kp_distance - 1.26133; disc_gan - 0.18262
00000343) perceptual - 75.69286; gen_gan - 0.70305; feature_matching - 4.85280; equivariance_value - 0.19777; equivariance_jacobian - 0.37780; kp_distance - 1.26316; disc_gan - 0.18309
00000343) perceptual - 75.42557; gen_gan - 0.70910; feature_matching - 4.85772; equivariance_value - 0.19671; equivariance_jacobian - 0.37827; kp_distance - 1.27028; disc_gan - 0.18122
00000343) perceptual - 75.92548; gen_gan - 0.70665; feature_matching - 4.86351; equivariance_value - 0.19242; equivariance_jacobian - 0.37391; kp_distance - 1.25978; disc_gan - 0.18188
00000344) perceptual - 75.57194; gen_gan - 0.46764; feature_matching - 2.90573; equivariance_value - 0.19449; equivariance_jacobian - 0.37785; kp_distance - 1.29214; disc_gan - 0.41697
00000344) perceptual - 76.01347; gen_gan - 0.46749; feature_matching - 2.91782; equivariance_value - 0.19362; equivariance_jacobian - 0.37926; kp_distance - 1.28482; disc_gan - 0.41756
00000344) perceptual - 75.36553; gen_gan - 0.46766; feature_matching - 2.90967; equivariance_value - 0.19440; equivariance_jacobian - 0.37747; kp_distance - 1.27493; disc_gan - 0.41741
00000344) perceptual - 75.22399; gen_gan - 0.46613; feature_matching - 2.90139; equivariance_value - 0.19719; equivariance_jacobian - 0.38146; kp_distance - 1.28499; disc_gan - 0.41744
00000345) perceptual - 74.80994; gen_gan - 0.34839; feature_matching - 2.06285; equivariance_value - 0.19809; equivariance_jacobian - 0.37900; kp_distance - 1.24057; disc_gan - 0.43762
00000345) perceptual - 75.94456; gen_gan - 0.34728; feature_matching - 2.09150; equivariance_value - 0.19472; equivariance_jacobian - 0.37415; kp_distance - 1.25580; disc_gan - 0.43676
00000345) perceptual - 75.11505; gen_gan - 0.34818; feature_matching - 2.07097; equivariance_value - 0.19684; equivariance_jacobian - 0.37687; kp_distance - 1.24546; disc_gan - 0.43814
00000345) perceptual - 75.48322; gen_gan - 0.34897; feature_matching - 2.08145; equivariance_value - 0.19581; equivariance_jacobian - 0.37592; kp_distance - 1.24069; disc_gan - 0.43833
00000346) perceptual - 74.90935; gen_gan - 0.38104; feature_matching - 2.51429; equivariance_value - 0.19688; equivariance_jacobian - 0.37799; kp_distance - 1.24160; disc_gan - 0.41705
00000346) perceptual - 75.56469; gen_gan - 0.37607; feature_matching - 2.52509; equivariance_value - 0.19846; equivariance_jacobian - 0.37934; kp_distance - 1.23388; disc_gan - 0.41879
00000346) perceptual - 74.83423; gen_gan - 0.37851; feature_matching - 2.50938; equivariance_value - 0.19950; equivariance_jacobian - 0.38133; kp_distance - 1.23328; disc_gan - 0.42002
00000346) perceptual - 75.38168; gen_gan - 0.38170; feature_matching - 2.52885; equivariance_value - 0.19603; equivariance_jacobian - 0.37647; kp_distance - 1.23323; disc_gan - 0.41588
00000347) perceptual - 75.63519; gen_gan - 0.42975; feature_matching - 3.33078; equivariance_value - 0.19747; equivariance_jacobian - 0.37623; kp_distance - 1.23279; disc_gan - 0.38353
00000347) perceptual - 75.24919; gen_gan - 0.43000; feature_matching - 3.32646; equivariance_value - 0.19767; equivariance_jacobian - 0.37700; kp_distance - 1.23334; disc_gan - 0.38267
00000347) perceptual - 74.77162; gen_gan - 0.43091; feature_matching - 3.31975; equivariance_value - 0.19819; equivariance_jacobian - 0.37683; kp_distance - 1.23049; disc_gan - 0.38398
00000347) perceptual - 75.16711; gen_gan - 0.43126; feature_matching - 3.32773; equivariance_value - 0.19864; equivariance_jacobian - 0.37564; kp_distance - 1.24203; disc_gan - 0.38435
00000348) perceptual - 75.15813; gen_gan - 0.53406; feature_matching - 4.10876; equivariance_value - 0.19856; equivariance_jacobian - 0.37752; kp_distance - 1.22052; disc_gan - 0.31525
00000348) perceptual - 75.05704; gen_gan - 0.53450; feature_matching - 4.10638; equivariance_value - 0.19790; equivariance_jacobian - 0.37512; kp_distance - 1.22795; disc_gan - 0.31495
00000348) perceptual - 75.26229; gen_gan - 0.53614; feature_matching - 4.10385; equivariance_value - 0.19489; equivariance_jacobian - 0.37661; kp_distance - 1.22031; disc_gan - 0.31458
00000348) perceptual - 75.77932; gen_gan - 0.53141; feature_matching - 4.11746; equivariance_value - 0.19615; equivariance_jacobian - 0.37552; kp_distance - 1.23267; disc_gan - 0.31496
00000349) perceptual - 75.70880; gen_gan - 0.60713; feature_matching - 4.48230; equivariance_value - 0.19613; equivariance_jacobian - 0.37604; kp_distance - 1.22137; disc_gan - 0.27374
00000349) perceptual - 75.42639; gen_gan - 0.60455; feature_matching - 4.48033; equivariance_value - 0.19576; equivariance_jacobian - 0.37467; kp_distance - 1.21375; disc_gan - 0.27312
00000349) perceptual - 75.81676; gen_gan - 0.60361; feature_matching - 4.49028; equivariance_value - 0.19610; equivariance_jacobian - 0.37589; kp_distance - 1.21306; disc_gan - 0.27140
00000349) perceptual - 75.54665; gen_gan - 0.60537; feature_matching - 4.47993; equivariance_value - 0.20105; equivariance_jacobian - 0.37793; kp_distance - 1.21123; disc_gan - 0.27358
00000350) perceptual - 74.95636; gen_gan - 0.64708; feature_matching - 4.68115; equivariance_value - 0.19353; equivariance_jacobian - 0.37282; kp_distance - 1.21865; disc_gan - 0.24457
00000350) perceptual - 75.07084; gen_gan - 0.64876; feature_matching - 4.67673; equivariance_value - 0.19782; equivariance_jacobian - 0.37787; kp_distance - 1.21465; disc_gan - 0.24803
00000350) perceptual - 75.86953; gen_gan - 0.65109; feature_matching - 4.69606; equivariance_value - 0.19391; equivariance_jacobian - 0.37492; kp_distance - 1.21555; disc_gan - 0.24420
00000350) perceptual - 75.59334; gen_gan - 0.64901; feature_matching - 4.68706; equivariance_value - 0.19434; equivariance_jacobian - 0.37540; kp_distance - 1.22712; disc_gan - 0.24386
00000351) perceptual - 75.21908; gen_gan - 0.67409; feature_matching - 4.77427; equivariance_value - 0.19114; equivariance_jacobian - 0.37324; kp_distance - 1.27248; disc_gan - 0.23172
00000351) perceptual - 75.52337; gen_gan - 0.67659; feature_matching - 4.78323; equivariance_value - 0.19254; equivariance_jacobian - 0.37378; kp_distance - 1.27787; disc_gan - 0.22906
00000351) perceptual - 75.25384; gen_gan - 0.67595; feature_matching - 4.77611; equivariance_value - 0.19191; equivariance_jacobian - 0.37162; kp_distance - 1.27508; disc_gan - 0.23182
00000351) perceptual - 75.64909; gen_gan - 0.67717; feature_matching - 4.78677; equivariance_value - 0.19065; equivariance_jacobian - 0.37149; kp_distance - 1.27667; disc_gan - 0.22990
00000352) perceptual - 75.57607; gen_gan - 0.51598; feature_matching - 3.34346; equivariance_value - 0.19445; equivariance_jacobian - 0.37418; kp_distance - 1.22521; disc_gan - 0.42376
00000352) perceptual - 75.56017; gen_gan - 0.52239; feature_matching - 3.34377; equivariance_value - 0.19379; equivariance_jacobian - 0.37398; kp_distance - 1.22079; disc_gan - 0.42309
00000352) perceptual - 75.86161; gen_gan - 0.52124; feature_matching - 3.35411; equivariance_value - 0.19568; equivariance_jacobian - 0.37683; kp_distance - 1.22670; disc_gan - 0.42528
00000352) perceptual - 75.24577; gen_gan - 0.51751; feature_matching - 3.33775; equivariance_value - 0.19527; equivariance_jacobian - 0.37523; kp_distance - 1.22940; disc_gan - 0.42521
00000353) perceptual - 75.18192; gen_gan - 0.48495; feature_matching - 3.41144; equivariance_value - 0.19375; equivariance_jacobian - 0.37510; kp_distance - 1.22638; disc_gan - 0.34916
00000353) perceptual - 75.62327; gen_gan - 0.48315; feature_matching - 3.42515; equivariance_value - 0.19351; equivariance_jacobian - 0.37595; kp_distance - 1.22022; disc_gan - 0.34642
00000353) perceptual - 75.48809; gen_gan - 0.48638; feature_matching - 3.41609; equivariance_value - 0.19468; equivariance_jacobian - 0.37609; kp_distance - 1.22952; disc_gan - 0.34509
00000353) perceptual - 75.34543; gen_gan - 0.48789; feature_matching - 3.42308; equivariance_value - 0.19538; equivariance_jacobian - 0.37809; kp_distance - 1.22190; disc_gan - 0.34665
00000354) perceptual - 75.37799; gen_gan - 0.67346; feature_matching - 4.71556; equivariance_value - 0.19326; equivariance_jacobian - 0.37334; kp_distance - 1.24763; disc_gan - 0.21746
00000354) perceptual - 75.47756; gen_gan - 0.67754; feature_matching - 4.71423; equivariance_value - 0.19591; equivariance_jacobian - 0.37723; kp_distance - 1.25019; disc_gan - 0.21730
00000354) perceptual - 76.16230; gen_gan - 0.67316; feature_matching - 4.71888; equivariance_value - 0.19128; equivariance_jacobian - 0.37263; kp_distance - 1.25157; disc_gan - 0.21778
00000354) perceptual - 75.34071; gen_gan - 0.67248; feature_matching - 4.71613; equivariance_value - 0.19109; equivariance_jacobian - 0.37199; kp_distance - 1.24350; disc_gan - 0.22014
00000355) perceptual - 75.77744; gen_gan - 0.68771; feature_matching - 4.79511; equivariance_value - 0.19484; equivariance_jacobian - 0.37670; kp_distance - 1.23696; disc_gan - 0.20932
00000355) perceptual - 75.59554; gen_gan - 0.68822; feature_matching - 4.79904; equivariance_value - 0.19371; equivariance_jacobian - 0.37544; kp_distance - 1.22919; disc_gan - 0.21140
00000355) perceptual - 75.96916; gen_gan - 0.68661; feature_matching - 4.79475; equivariance_value - 0.19418; equivariance_jacobian - 0.37512; kp_distance - 1.23399; disc_gan - 0.20856
00000355) perceptual - 75.25578; gen_gan - 0.68457; feature_matching - 4.78983; equivariance_value - 0.19475; equivariance_jacobian - 0.37545; kp_distance - 1.23495; disc_gan - 0.20860
00000356) perceptual - 75.58857; gen_gan - 0.69395; feature_matching - 4.81485; equivariance_value - 0.19476; equivariance_jacobian - 0.37660; kp_distance - 1.25465; disc_gan - 0.20225
00000356) perceptual - 75.67284; gen_gan - 0.68607; feature_matching - 4.81606; equivariance_value - 0.19483; equivariance_jacobian - 0.37616; kp_distance - 1.25427; disc_gan - 0.20543
00000356) perceptual - 75.62008; gen_gan - 0.69160; feature_matching - 4.82168; equivariance_value - 0.19307; equivariance_jacobian - 0.37439; kp_distance - 1.24101; disc_gan - 0.20642
00000356) perceptual - 75.65742; gen_gan - 0.69400; feature_matching - 4.82797; equivariance_value - 0.19704; equivariance_jacobian - 0.37929; kp_distance - 1.25725; disc_gan - 0.20576
00000357) perceptual - 75.22615; gen_gan - 0.69381; feature_matching - 4.82935; equivariance_value - 0.19541; equivariance_jacobian - 0.37643; kp_distance - 1.25786; disc_gan - 0.20125
00000357) perceptual - 75.99579; gen_gan - 0.69730; feature_matching - 4.84667; equivariance_value - 0.19555; equivariance_jacobian - 0.37605; kp_distance - 1.26060; disc_gan - 0.20424
00000357) perceptual - 75.56583; gen_gan - 0.69352; feature_matching - 4.83088; equivariance_value - 0.19390; equivariance_jacobian - 0.37528; kp_distance - 1.24801; disc_gan - 0.20351
00000357) perceptual - 75.68138; gen_gan - 0.69241; feature_matching - 4.83074; equivariance_value - 0.19408; equivariance_jacobian - 0.37372; kp_distance - 1.25130; disc_gan - 0.20313
00000358) perceptual - 75.90548; gen_gan - 0.47448; feature_matching - 3.11443; equivariance_value - 0.19346; equivariance_jacobian - 0.37422; kp_distance - 1.23613; disc_gan - 0.41708
00000358) perceptual - 75.63497; gen_gan - 0.47357; feature_matching - 3.10506; equivariance_value - 0.19254; equivariance_jacobian - 0.37405; kp_distance - 1.23621; disc_gan - 0.42173
00000358) perceptual - 75.64905; gen_gan - 0.47600; feature_matching - 3.10366; equivariance_value - 0.19451; equivariance_jacobian - 0.37585; kp_distance - 1.23378; disc_gan - 0.42032
00000358) perceptual - 75.56519; gen_gan - 0.47440; feature_matching - 3.10776; equivariance_value - 0.19323; equivariance_jacobian - 0.37511; kp_distance - 1.22460; disc_gan - 0.42026
00000359) perceptual - 75.44585; gen_gan - 0.56611; feature_matching - 4.12996; equivariance_value - 0.18998; equivariance_jacobian - 0.37277; kp_distance - 1.27410; disc_gan - 0.29225
00000359) perceptual - 74.80260; gen_gan - 0.56777; feature_matching - 4.12512; equivariance_value - 0.19277; equivariance_jacobian - 0.37518; kp_distance - 1.27979; disc_gan - 0.29333
00000359) perceptual - 75.11159; gen_gan - 0.56900; feature_matching - 4.13239; equivariance_value - 0.19301; equivariance_jacobian - 0.37440; kp_distance - 1.28614; disc_gan - 0.29133
00000359) perceptual - 75.16217; gen_gan - 0.57056; feature_matching - 4.12940; equivariance_value - 0.19164; equivariance_jacobian - 0.37171; kp_distance - 1.28564; disc_gan - 0.29238
00000360) perceptual - 75.58418; gen_gan - 0.62977; feature_matching - 4.41286; equivariance_value - 0.19112; equivariance_jacobian - 0.37224; kp_distance - 1.26179; disc_gan - 0.25597
00000360) perceptual - 75.29714; gen_gan - 0.62655; feature_matching - 4.40247; equivariance_value - 0.18993; equivariance_jacobian - 0.37044; kp_distance - 1.26110; disc_gan - 0.25876
00000360) perceptual - 75.25217; gen_gan - 0.62804; feature_matching - 4.40030; equivariance_value - 0.18988; equivariance_jacobian - 0.37193; kp_distance - 1.25245; disc_gan - 0.25822
00000360) perceptual - 75.60233; gen_gan - 0.63186; feature_matching - 4.40807; equivariance_value - 0.19203; equivariance_jacobian - 0.37373; kp_distance - 1.25364; disc_gan - 0.25798
00000361) perceptual - 75.70560; gen_gan - 0.69955; feature_matching - 4.84283; equivariance_value - 0.18959; equivariance_jacobian - 0.37115; kp_distance - 1.26634; disc_gan - 0.19315
00000361) perceptual - 75.42204; gen_gan - 0.69659; feature_matching - 4.82549; equivariance_value - 0.19308; equivariance_jacobian - 0.37461; kp_distance - 1.26115; disc_gan - 0.19434
00000361) perceptual - 75.45468; gen_gan - 0.69704; feature_matching - 4.83243; equivariance_value - 0.19209; equivariance_jacobian - 0.37247; kp_distance - 1.26117; disc_gan - 0.19172
00000361) perceptual - 75.15836; gen_gan - 0.69515; feature_matching - 4.81143; equivariance_value - 0.19144; equivariance_jacobian - 0.37175; kp_distance - 1.25748; disc_gan - 0.19515
00000362) perceptual - 75.20616; gen_gan - 0.69631; feature_matching - 4.84909; equivariance_value - 0.19161; equivariance_jacobian - 0.37284; kp_distance - 1.25429; disc_gan - 0.19186
00000362) perceptual - 74.93314; gen_gan - 0.70114; feature_matching - 4.84921; equivariance_value - 0.19176; equivariance_jacobian - 0.37158; kp_distance - 1.26431; disc_gan - 0.19309
00000362) perceptual - 75.85328; gen_gan - 0.70024; feature_matching - 4.86373; equivariance_value - 0.19103; equivariance_jacobian - 0.37134; kp_distance - 1.25920; disc_gan - 0.19270
00000362) perceptual - 75.91089; gen_gan - 0.70043; feature_matching - 4.87156; equivariance_value - 0.19510; equivariance_jacobian - 0.37681; kp_distance - 1.25708; disc_gan - 0.19227
00000363) perceptual - 75.38505; gen_gan - 0.70054; feature_matching - 4.86951; equivariance_value - 0.19022; equivariance_jacobian - 0.37194; kp_distance - 1.29006; disc_gan - 0.19584
00000363) perceptual - 75.32419; gen_gan - 0.69839; feature_matching - 4.85881; equivariance_value - 0.19090; equivariance_jacobian - 0.37389; kp_distance - 1.28223; disc_gan - 0.19634
00000363) perceptual - 75.69920; gen_gan - 0.70224; feature_matching - 4.87103; equivariance_value - 0.19111; equivariance_jacobian - 0.37555; kp_distance - 1.28552; disc_gan - 0.19272
00000363) perceptual - 75.81808; gen_gan - 0.69908; feature_matching - 4.88280; equivariance_value - 0.18976; equivariance_jacobian - 0.37368; kp_distance - 1.28977; disc_gan - 0.19357
00000364) perceptual - 74.74449; gen_gan - 0.41603; feature_matching - 2.68214; equivariance_value - 0.19286; equivariance_jacobian - 0.37569; kp_distance - 1.24952; disc_gan - 0.43409
00000364) perceptual - 74.68935; gen_gan - 0.41751; feature_matching - 2.68454; equivariance_value - 0.19285; equivariance_jacobian - 0.37403; kp_distance - 1.25366; disc_gan - 0.43161
00000364) perceptual - 75.15385; gen_gan - 0.41833; feature_matching - 2.69680; equivariance_value - 0.19038; equivariance_jacobian - 0.37331; kp_distance - 1.25155; disc_gan - 0.43257
00000364) perceptual - 75.17429; gen_gan - 0.41673; feature_matching - 2.69266; equivariance_value - 0.19008; equivariance_jacobian - 0.37364; kp_distance - 1.23099; disc_gan - 0.43305
00000365) perceptual - 74.79185; gen_gan - 0.59470; feature_matching - 4.17669; equivariance_value - 0.19192; equivariance_jacobian - 0.37199; kp_distance - 1.25899; disc_gan - 0.27089
00000365) perceptual - 74.86716; gen_gan - 0.59792; feature_matching - 4.16619; equivariance_value - 0.19264; equivariance_jacobian - 0.37507; kp_distance - 1.25079; disc_gan - 0.27249
00000365) perceptual - 75.11900; gen_gan - 0.59661; feature_matching - 4.18464; equivariance_value - 0.19021; equivariance_jacobian - 0.37229; kp_distance - 1.24893; disc_gan - 0.27278
00000365) perceptual - 75.82484; gen_gan - 0.59335; feature_matching - 4.19516; equivariance_value - 0.19004; equivariance_jacobian - 0.37086; kp_distance - 1.24985; disc_gan - 0.27355
